WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
EUR,HRV,Croatia,Rubella,0,0,2,1,NA,1,1,0,1,0,1,33,2,3,2,2,10,3,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CUB,Cuba,Rubella,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,CYP,Cyprus,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,CZE,Czech Republic,Rubella,2,2,0,0,1,0,6,27,4,6,14,4,8,8,31,28,3156,894,743,974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,PRK,Democratic People's Republic of Korea (the),Rubella,0,0,0,0,0,0,1,5,0,0,82,101,101,123,507,520,520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,COD,Democratic Republic of the Congo (the),Rubella,287,NA,204,464,864,1704,1860,318,130,110,969,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,DNK,Denmark,Rubella,0,0,0,NA,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,DJI,Djibouti,Rubella,NA,0,4,NA,NA,0,0,15,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,DMA,Dominica,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,DOM,Dominican Republic (the),Rubella,0,0,0,0,0,0,0,0,0,0,0,0,21,6,7,4,42,42,818,337,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,ECU,Ecuador,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,94,271,499,538,247,1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,EGY,Egypt,Rubella,7,34,28,53,21,34,35,30,461,608,1097,11354,2587,520,18,261,274,12,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,SLV,El Salvador,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,NA,26,298,194,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GNQ,Equatorial Guinea,Rubella,5,0,79,14,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,ERI,Eritrea,Rubella,10,413,113,16,109,19,18,354,163,69,NA,NA,44,16,2,4,46,11,39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,EST,Estonia,Rubella,0,0,0,0,0,2,0,0,0,1,4,10,5,6,22,48,96,274,370,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,SWZ,Eswatini,Rubella,0,0,4,2,1,110,23,20,93,138,26,15,107,0,0,1,7,11,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,ETH,Ethiopia,Rubella,1137,420,184,328,213,793,795,174,130,NA,191,187,276,175,104,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,FJI,Fiji,Rubella,0,NA,1,NA,NA,NA,25,NA,0,1,0,0,10,0,2,65,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,FIN,Finland,Rubella,0,0,0,5,NA,0,NA,2,0,0,0,0,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,FRA,France,Rubella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GAB,Gabon,Rubella,4,0,3,62,137,5,2,4,2,40,55,0,0,3,63,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GMB,Gambia,Rubella,1,0,4,1,35,66,39,42,14,0,0,0,10,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,GEO,Georgia,Rubella,0,5,11,100,149,224,75,64,59,67,188,225,482,1841,4809,838,420,293,428,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,DEU,Germany,Rubella,16,74,95,90,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GHA,Ghana,Rubella,24,17,11,12,26,168,272,712,NA,133,459,175,344,209,146,252,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,GRC,Greece,Rubella,0,0,0,0,0,0,0,0,0,4,0,0,NA,16,2,NA,14,14,12,1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GRD,Grenada,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GTM,Guatemala,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,11,4,36,5,19,62,276,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GIN,Guinea,Rubella,15,168,289,4,8,10,55,34,3,7,88,26,26,NA,9,28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GNB,Guinea-Bissau,Rubella,NA,0,0,NA,3,0,23,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GUY,Guyana,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,HTI,Haiti,Rubella,0,0,NA,0,0,0,0,0,0,0,0,0,11,0,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,HND,Honduras,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,201,1108,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,HUN,Hungary,Rubella,0,0,0,0,0,0,7,3,0,0,0,0,22,32,36,47,42,65,107,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ISL,Iceland,Rubella,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,IND,India,Rubella,2328,2748,8274,3252,4870,3698,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,IDN,Indonesia,Rubella,1767,1264,1238,2156,3542,2355,1020,1959,1323,2090,340,168,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,IRN,Iran (Islamic Republic of),Rubella,33,20,18,45,14,32,30,20,24,11,14,20,NA,NA,NA,NA,NA,NA,1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,IRQ,Iraq,Rubella,21,2,1,2,8,30,22,18,15,167,110,51,72,99,383,NA,NA,91,1612,4127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,IRL,Ireland,Rubella,1,0,NA,6,3,0,10,6,29,23,42,19,14,17,49,58,31,57,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ISR,Israel,Rubella,2,1,1,1,0,1,1,1,1,6,5,3,4,23,11,7,1,5,54,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ITA,Italy,Rubella,21,31,NA,16,NA,NA,85,84,47,106,4847,429,208,171,363,1424,5830,NA,2605,1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,JAM,Jamaica,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,JPN,Japan,Rubella,2947,90,126,163,320,14359,2353,369,89,148,303,NA,509,NA,2794,2794,2561,3123,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,JOR,Jordan,Rubella,0,0,0,0,1,1,0,1,0,2,1,3,150,13879,7647,6,1,2,165,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,KAZ,Kazakhstan,Rubella,1,0,4,2,152,36,13,44,3,622,3350,2692,2461,8783,15103,18139,30541,29271,14989,7645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,KEN,Kenya,Rubella,24,14,331,422,651,299,NA,610,473,1305,1280,387,517,341,1068,811,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,KIR,Kiribati,Rubella,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,KWT,Kuwait,Rubella,NA,1,NA,1,12,4,13,38,26,NA,NA,NA,NA,75,65,NA,NA,NA,87,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,KGZ,Kyrgyzstan,Rubella,8,4,3,100,24,12,6,3,2,14,4,3,11,1,7,5,274,2328,176,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,LAO,Lao People's Democratic Republic (the),Rubella,15,10,40,45,2,83,78,169,31,124,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LVA,Latvia,Rubella,3,0,0,0,1,0,8,2,0,7,9,7,12,35,52,309,2578,358,62,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,LBN,Lebanon,Rubella,13,10,10,9,18,27,3,4,5,21,18,32,16,13,120,6,11,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,LSO,Lesotho,Rubella,0,8,11,129,296,516,68,172,NA,0,0,NA,4,NA,NA,84,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,LBR,Liberia,Rubella,82,239,0,0,0,0,39,0,0,30,40,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,LBY,Libya,Rubella,21,7,0,NA,5,NA,1,NA,NA,3,1,1,1,10,30,NA,217,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LTU,Lithuania,Rubella,1,0,0,0,0,2,0,0,2,0,0,13,110,118,93,170,277,458,1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LUX,Luxembourg,Rubella,0,0,0,0,NA,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MDG,Madagascar,Rubella,53,223,204,89,162,131,110,196,157,193,73,68,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MWI,Malawi,Rubella,6,26,33,99,433,23,56,267,28,53,105,136,0,51,59,6,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,MYS,Malaysia,Rubella,96,116,68,34,230,1138,789,374,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,MDV,Maldives,Rubella,0,1,0,3,0,0,0,1,4,0,NA,NA,0,3,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MLI,Mali,Rubella,112,19,81,172,19,19,19,125,64,8,33,6,9,18,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MLT,Malta,Rubella,0,0,0,0,0,NA,NA,1,0,0,3,2,1,6,0,4,2,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,MHL,Marshall Islands (the),Rubella,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MRT,Mauritania,Rubella,1,NA,0,5,49,61,NA,NA,NA,NA,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MUS,Mauritius,Rubella,NA,0,0,5,6,10,9,4,2,2,3,6,3,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,MEX,Mexico,Rubella,2,0,0,0,0,0,2,0,0,0,46,102,74,38,699,35,3685,4843,11751,17180,51846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,FSM,Micronesia (Federated States of),Rubella,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MCO,Monaco,Rubella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,MNG,Mongolia,Rubella,1,11,48,28,1,8,240,13,11,3,167,6363,1229,6,36,13,148,1869,1550,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MNE,Montenegro,Rubella,0,0,0,NA,NA,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,MAR,Morocco,Rubella,8,NA,NA,6,0,59,3,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MOZ,Mozambique,Rubella,117,102,NA,NA,210,127,428,143,70,69,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,MMR,Myanmar,Rubella,13,6,10,34,30,23,21,103,11,13,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,NAM,Namibia,Rubella,5,29,37,625,357,40,42,140,22,27,0,0,9,103,874,209,1100,1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NRU,Nauru,Rubella,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,NPL,Nepal,Rubella,34,21,656,626,704,755,801,1175,510,1275,781,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,NLD,Netherlands (the),Rubella,0,0,0,1,2,58,1,2,0,8,2,1,11,364,46,1,3,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NZL,New Zealand,Rubella,1,0,3,0,4,1,4,22,2,2,NA,10,8,13,25,28,33,26,26,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,NIC,Nicaragua,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,5,133,219,326,393,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,NER,Niger (the),Rubella,21,10,24,33,8,6,77,19,5,11,55,10,10,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,NGA,Nigeria,Rubella,4772,543,503,419,102,88,239,3691,450,234,422,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NIU,Niue,Rubella,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,40,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MKD,North Macedonia,Rubella,0,0,NA,1,0,0,4,8,3,11,14,19,28,31,33,52,61,NA,87,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,NOR,Norway,Rubella,0,0,0,0,3,3,1,2,0,0,1,NA,2,1,2,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,OMN,Oman,Rubella,0,2,6,0,NA,0,13,1,2,19,4,16,11,22,9,1,3,58,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,PAK,Pakistan,Rubella,328,389,648,282,320,1113,483,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,PLW,Palau,Rubella,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,PAN,Panama,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,322,580,941,1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,PNG,Papua New Guinea,Rubella,3,1,1,4,84,5,33,19,5,19,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,PRY,Paraguay,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,1,9,96,32,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,PER,Peru,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,727,3672,1759,328,420,1126,NA,88,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,PHL,Philippines (the),Rubella,129,2111,179,154,264,254,100,926,NA,578,280,NA,NA,0,25,NA,NA,1712,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,POL,Poland,Rubella,437,476,1105,NA,NA,38546,6263,NA,4196,7586,NA,22890,20668,7946,4857,10588,40518,84419,46181,30958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,PRT,Portugal,Rubella,1,4,7,0,3,0,3,0,0,3,4,6,9,227,8,14,29,NA,58,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,QAT,Qatar,Rubella,0,2,20,7,20,58,20,16,23,14,NA,26,34,36,NA,35,21,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,KOR,Republic of Korea (the),Rubella,0,4,11,3,11,17,27,53,21,37,31,35,18,12,15,8,12,131,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MDA,Republic of Moldova (the),Rubella,0,0,0,0,0,0,3,0,0,1,1,3,14,32,170,508,7311,4508,2803,6474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ROU,Romania,Rubella,9,9,13,8,30,145,20812,3494,350,343,1746,2958,3563,6801,47444,120377,11079,5076,5125,7076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,RUS,Russian Federation (the),Rubella,5,5,38,25,72,233,1003,349,547,1602,9618,30846,133289,144985,146220,125187,341345,574901,457378,585063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,RWA,Rwanda,Rubella,11,22,15,1,15,50,172,62,36,34,35,14,25,31,NA,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,KNA,Saint Kitts and Nevis,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,LCA,Saint Lucia,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,VCT,Saint Vincent and the Grenadines,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,WSM,Samoa,Rubella,0,2,NA,NA,NA,NA,0,1,0,0,NA,NA,0,0,0,1909,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,SMR,San Marino,Rubella,0,0,0,NA,NA,NA,0,0,0,0,48,5,0,1,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,STP,Sao Tome and Principe,Rubella,0,0,0,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,SAU,Saudi Arabia,Rubella,53,61,NA,4,23,1164,18,NA,35,12,15,32,23,18,22,22,12,38,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,SEN,Senegal,Rubella,8,7,135,15,101,44,44,141,50,55,161,81,24,12,242,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,SRB,Serbia,Rubella,5,5,5,10,2,11,14,14,14,27,23,41,77,153,303,332,626,1333,2188,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,SYC,Seychelles,Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
